---,ID,Question,OptionA,OptionB,OptionX,OptionY,CorrectAnswer,Hint
Q061,Q061,"NSLOCTEXT(""[EBCBAB1859A21D00FAAFAB96ACC257BC]"", ""B923E1827907F54F192E0CBC603A9256"", ""On what day did Jesus rise from the dead?"")","NSLOCTEXT(""[516989DFE09A035294A68AC5AE98BBDB]"", ""D1A27D142646D95AB784FD246AB6C06D"", ""Friday"")","NSLOCTEXT(""[C53DC7F8EC4BE37A247DC744BA3D731F]"", ""050E6799F976E0574AE00528E2FC167F"", ""Saturday"")","NSLOCTEXT(""[C741B0D65FC354984862B059265B4FC9]"", ""FEDBC5D45D1E311215DA8E78A11E8375"", ""The third day"")","NSLOCTEXT(""[500B76D7A78D01968E371CCCF7CB6B2E]"", ""4CB5574384B56A8B2A57A2B3F25B6CCA"", ""The seventh day"")",OptionX,"NSLOCTEXT(""[0E23FA8019072D4D2FCD09D188CAAEA2]"", ""571F190D6031C8D8C4C36C62E30B646B"", ""Luke 24"")"
Q062,Q062,"NSLOCTEXT(""[680572B96B5E3C0ACDBFE915A331A6C8]"", ""368CAE11DC63DD21729650F8AD722ECC"", ""Who was the disciple who doubted Jesus' resurrection?"")","NSLOCTEXT(""[708B2E1B4A1B5BAD365F074211F66C91]"", ""4357D7D0306818CD8444FD105CF42305"", ""Peter"")","NSLOCTEXT(""[AFA07BA111D930F7DDC24413A88D81B6]"", ""E1D423684B14AC2A28E355B17018D381"", ""Thomas"")","NSLOCTEXT(""[72E968D60359ABDE20B4ECC934D111E3]"", ""5973868746465602D5480B07CF4CD245"", ""Philip"")","NSLOCTEXT(""[D46556D6108A0FE1F02CF0CEE54390DD]"", ""DB831FB279133A58343DADEB4F841C68"", ""Bartholomew"")",OptionB,"NSLOCTEXT(""[256A194A19C5763EC496FBA402D635B2]"", ""47F53EB4EC71DDBFCB62FEA3199513E8"", ""John 20"")"
Q063,Q063,"NSLOCTEXT(""[ADCA23FE85B689D0E6BE797170873A2C]"", ""1801C10D0749809D09460BB31C30B419"", ""Who persecuted Christians before his conversion?"")","NSLOCTEXT(""[63B392B0D491478240158F721F5327BC]"", ""E8FEF067BF7A31DE26496D0D1B475785"", ""Barnabas"")","NSLOCTEXT(""[69608C3873981C705DFF3CB3BF6DB8AE]"", ""F1085A2843880F8595A7345E4AC0B3D0"", ""Silas"")","NSLOCTEXT(""[E9E69510DD1EE4806D4A47F0E487A781]"", ""5F55CF553C9C6014C1A53219E1585EA4"", ""Saul (Paul)"")","NSLOCTEXT(""[071519F9D67FEC73EFD1A03724FF9BB1]"", ""319773F096DF8FA5DC646E3C2FE431BF"", ""Timothy"")",OptionX,"NSLOCTEXT(""[2149786CECB369ABDF2EB2326C65BE67]"", ""771547B3E2E32FB19F2FBF310E44F965"", ""Acts 9"")"
Q064,Q064,"NSLOCTEXT(""[6F94CB1279B9B0D45F4449F5E726FF74]"", ""FA78047DCA07586C7A1350B34FAEB3B0"", ""What happened to Saul on the road to Damascus?"")","NSLOCTEXT(""[B434400F258FF955ABF73CE9AC2FD461]"", ""69A5851EB758081BF6EB5D0C9410BC88"", ""He was healed"")","NSLOCTEXT(""[7DCB83456900A010850B93C9AF917F19]"", ""26211977E9218771AA6F00E4A4CB17F5"", ""He saw a bright light and heard Jesus"")","NSLOCTEXT(""[48B8B583AB70C3F6D13722B03F3B9CA8]"", ""345AFC1FF25C8A5FEA46F62A1831B8BF"", ""He met Peter"")","NSLOCTEXT(""[006B3FDB7666569962C6C50627ED6127]"", ""BB6E1C0A7B3F72B0A3161DE0E7EEBF9D"", ""He was arrested"")",OptionB,"NSLOCTEXT(""[708C6F113912F8E4E0D66331BCC2C2E3]"", ""73C13683016400665CCEAE642E32EF7F"", ""Acts 9"")"
Q065,Q065,"NSLOCTEXT(""[FF616E1E8340C5DBF8F1BA6ACB61A6ED]"", ""5E5D8FF9E8C4B2EF8AC41D6E42B082BE"", ""What was Paul's name before his conversion?"")","NSLOCTEXT(""[94FA3B8738E7B79293AAC08ED6B723E1]"", ""41DED49D9C24E67D1F8049B0C48C3790"", ""Silas"")","NSLOCTEXT(""[E39FF67CD21879871307DD1F4885B51D]"", ""83183C881EF7F3F2E365DD563E4DF9B9"", ""Saul"")","NSLOCTEXT(""[7824922207165D066A324DC674A5B1FB]"", ""3181BF68B1E618468AACFA85EEA37FE3"", ""Stephen"")","NSLOCTEXT(""[696F0353E55E224A10F414A718790BD5]"", ""3DF5FE3FB9909BE9FD7CB8CA5B145DA5"", ""Simon"")",OptionB,"NSLOCTEXT(""[3244BF6EE3B88EB93D2F75C13C517B9E]"", ""FE073DDAA9F9B3E0D96BF1060947E1B6"", ""Acts 13:9"")"
Q066,Q066,"NSLOCTEXT(""[BC532D861E61168FDA8EF73D80BE4B28]"", ""C423D4D736C3487BDA70175C72A26E34"", ""Who was the first Christian martyr?"")","NSLOCTEXT(""[DB01F9B6633CE4AC886E64E06D15FD2F]"", ""B2BAD8194BA4FB3C0BE2FC6529CC5BBB"", ""Paul"")","NSLOCTEXT(""[A8C5E2A00D3DECC67A23D8B8BDD387EB]"", ""E0F47C814DBECEDDF02AAB3C5BA609C6"", ""Stephen"")","NSLOCTEXT(""[276E1A0C402BF0CE5323E418333FD6E7]"", ""0D0A6477ED239262EAD26C299DE99B60"", ""James"")","NSLOCTEXT(""[A3BA6220C84313C471BFFCD844141DB9]"", ""70466FA7501BD426312DCA58C7CB2060"", ""Peter"")",OptionB,"NSLOCTEXT(""[F4B4A5A319C674AE51174941AB03645E]"", ""5016741807285C3D4B6E6CE1FAE1C189"", ""Acts 7"")"
Q067,Q067,"NSLOCTEXT(""[F64464D2869E3ACB89EAF56086F29031]"", ""09B6CB7924E7D0B540CD311386CA1FD3"", ""How many books are in the New Testament?"")","NSLOCTEXT(""[E8E1A9BE14D33A3AF9D63476F94AF4CA]"", ""B5154434DA56CF1B162D61615A4D1505"", ""27"")","NSLOCTEXT(""[2A19D1757AF19BF5E8C1D097FCD7A2DA]"", ""8C22A5F4B56331F899B79947B7D3DABC"", ""39"")","NSLOCTEXT(""[0C4EDDFC3E3AE6BB1157B4410C294AE4]"", ""0B952EC3AC5F06FB6666B440156DACD1"", ""66"")","NSLOCTEXT(""[6B8DC9C8ECDEAF28CCA91EFD6401FBCF]"", ""0B235C5C35AC8DE8257F7638C713CC1E"", ""24"")",OptionA,"NSLOCTEXT(""[293B3E93A1642BE75F2C5B08A8476208]"", ""5B16D45BF05B2E96719D4897BC0A078B"", ""New Testament canon"")"
Q068,Q068,"NSLOCTEXT(""[5D8772A38B7F926713B7ED776EB2ECEF]"", ""52620A59B7C4052AB5B2FC6A802623BD"", ""How many books are in the Old Testament (Protestant canon)?"")","NSLOCTEXT(""[38FFE69D8939CB01B606F5F663F5F619]"", ""7272A2BD1F7ED372173D521416C25E75"", ""27"")","NSLOCTEXT(""[FBEBA1E75A4E5E8C6AB549C3D608EF1A]"", ""28C798CDF6C58E8E199F1B257A75E164"", ""39"")","NSLOCTEXT(""[AE3823085AEA0CB276AD1B8E920D6F36]"", ""34769090798CCF021C1EB89D071617AA"", ""66"")","NSLOCTEXT(""[F6631313F5A734686DB5F46BA9DE7458]"", ""282328E43DF13845B518C6CABB5C2FBC"", ""24"")",OptionB,"NSLOCTEXT(""[A4BAB5C2A9273DEAB5284E0390827FD8]"", ""27C48785F31F911BC48C3DABC5543018"", ""Old Testament canon"")"
Q069,Q069,"NSLOCTEXT(""[C168C3019C38C9457E78FE3D6DFE89C4]"", ""CF177B82BD2FEB519DA718BDF3FA8B11"", ""Who wrote the book of Revelation?"")","NSLOCTEXT(""[FB3E27B4AEF3DD7023BFBD8116193BD6]"", ""16056D621C49CBCD239F6AD0D0F50586"", ""Paul"")","NSLOCTEXT(""[E06443C16CA0499C3B3471138C2011C1]"", ""69619A45DA278BD47BB29CA69C2937A0"", ""Peter"")","NSLOCTEXT(""[A3AABFED123CDEB7A2C8D44FD399ECC5]"", ""5CEFDB037B9F53DB4CABD074D32F844A"", ""John"")","NSLOCTEXT(""[850344613DAC63D75684F9F2B058E45F]"", ""C482DD4B6E7C40602AE4B5351F0F8723"", ""James"")",OptionX,"NSLOCTEXT(""[70C0E4E9931075239828AE628AF828C5]"", ""266A4953B05DCB9200A64D62467AA8A0"", ""Revelation 1"")"
Q070,Q070,"NSLOCTEXT(""[CAC859DC4332D4317F829A709A57309D]"", ""ED16A596141C98B875F4C91E85C6DEE0"", ""What is the shortest verse in the Bible?"")","NSLOCTEXT(""[DBCDBDE531EC92CAF194E7DAD7AFE90D]"", ""55E4EC77765B132F2E5AA35C608B4D34"", ""\""God is love\"""")","NSLOCTEXT(""[D411FD480CC8828E20DF2BD9F65FFB5F]"", ""5A00A6402529084B8D399F16964F51F6"", ""\""Jesus wept\"""")","NSLOCTEXT(""[D49BD1FE94C0E0B8DA96D312DC95AA54]"", ""86EA629AB23456E30AB2D107969F38F6"", ""\""Pray always\"""")","NSLOCTEXT(""[DACE11E341506A2748D778304690827A]"", ""A258B9A6E1BA06FFD57238D574385C81"", ""\""Rejoice always\"""")",OptionB,"NSLOCTEXT(""[3101742B0EEC64C7C729D427C924CD4B]"", ""AA85552184FBC69463C8856D1DD1ACC7"", ""John 11:35"")"
Q071,Q071,"NSLOCTEXT(""[635D80B22CF6A4EFF80C09385864AAF8]"", ""2067783089B342EF867B3DC7C9543A39"", ""Who was the tax collector who climbed a tree to see Jesus?"")","NSLOCTEXT(""[41966683DCDEAE4D7D08452EC9F6FD68]"", ""E553B3301286BF6FBEF923A3A81A7F58"", ""Matthew"")","NSLOCTEXT(""[EBB0229A9E1AE0B73EF7852F7C6C7A6F]"", ""C5269E23DE1BE8EDC5504D59BBD80C78"", ""Zacchaeus"")","NSLOCTEXT(""[D2983E3CCB4873ECC92A31988DB5A0A5]"", ""F2F314ED3B3DD237DD82E330AB8FDE2D"", ""Levi"")","NSLOCTEXT(""[FE3928425B72DC40A2444E5AF6C2FCEA]"", ""8D9BCAFD9CDD6A7035066244139A8061"", ""Nicodemus"")",OptionB,"NSLOCTEXT(""[5693832FBDF2100344F8645F8722A142]"", ""B0181B90C3A529921CF993B966C690E7"", ""Luke 19"")"
Q072,Q072,"NSLOCTEXT(""[3D90B425379962C882A4F02778F8DB12]"", ""ECE08688A9B194C519614526D8746E2F"", ""Who anointed Jesus' feet with expensive perfume?"")","NSLOCTEXT(""[0A7D13B1D1B5CBD8F9760376AF56A090]"", ""FCE9496B8AE14C28EC4456A218947B64"", ""Martha"")","NSLOCTEXT(""[54160683294BDEBFDA6132AC1CBAC544]"", ""927045F3B687C91021F1AB5265766F83"", ""Mary"")","NSLOCTEXT(""[79CD44E731D36886AB725C573D5EDF0B]"", ""C81035C2B76EB358AFDE216B2C0610E6"", ""Salome"")","NSLOCTEXT(""[187439C93EBC6804985564BC65E4B0CA]"", ""BD0291622EEB64476F238C56F958A9AD"", ""Joanna"")",OptionB,"NSLOCTEXT(""[CD4CF933BF709E5F075827CC631FCD8A]"", ""E122155AB6881DD486652F4CC4BC71A8"", ""John 12"")"
Q073,Q073,"NSLOCTEXT(""[6BC16EDE3EA67803898A9A514C5AC072]"", ""9162BA856E8A2778E8AE8C32A4C032A1"", ""What did Jesus turn water into at the wedding at Cana?"")","NSLOCTEXT(""[5F4A6FD8A906372F17FD2821D04B0131]"", ""B788A468DBA8745EA4AA06D3F93BA300"", ""Oil"")","NSLOCTEXT(""[F68A2D9CBD3AE6FBBF40772F2141795B]"", ""8C07C78D9B84F396D86170E7FC6F5502"", ""Wine"")","NSLOCTEXT(""[4187E7FF8C72A229E519DB66CA60808A]"", ""E5CB63DC3F998B1A403C6C20020DD0D5"", ""Milk"")","NSLOCTEXT(""[405A6CA4C9AFC5C2B2FCC974D9FDE657]"", ""FD37313A1B5CA2C8C8472E3B7644D656"", ""Honey"")",OptionB,"NSLOCTEXT(""[DD9C9FFD24D3C39C9D703D67F21E292F]"", ""9244A159714DA3867586E7816B4AAB4D"", ""John 2"")"
Q074,Q074,"NSLOCTEXT(""[85DE7FFFD0F63FDF6AD3AA39B0D74A1E]"", ""86FC136DC74B49C82B4980B5EEE50C5C"", ""Who carried Jesus' cross to Golgotha?"")","NSLOCTEXT(""[36B30D9B222CB239FDA4D9F8F3690A60]"", ""D21E394EB05CDC1FA818F0860F57080F"", ""Peter"")","NSLOCTEXT(""[25434DE51EF65A247012D557E52255E2]"", ""416E648BC8C1CAF180120AA88390ED57"", ""Simon of Cyrene"")","NSLOCTEXT(""[2912546371F2ABE90B7F371CFE7D81D4]"", ""8A2E591B7F4FF6DEE9F04ADFEA2F1EC5"", ""John"")","NSLOCTEXT(""[AC96A1730341504B0561E739FECBC7B5]"", ""BAEC76C6616C721790395D0185EFAE4F"", ""Barabbas"")",OptionB,"NSLOCTEXT(""[CE5669772786C408CEDF05FD63E471CD]"", ""8E603FD0E893413E8540C1AEF6837AC0"", ""Luke 23"")"
Q075,Q075,"NSLOCTEXT(""[F3FBD829D8E53D8C0962D425495C288B]"", ""291C2F4B2FCE318FAC7EF1302114E9DD"", ""Who was released instead of Jesus by Pilate?"")","NSLOCTEXT(""[738A2C812CD6E6586B98ECD1661FD73D]"", ""4CF884C9379C4B8DA2088B333F4E4102"", ""Barabbas"")","NSLOCTEXT(""[590E21FCCD54A91C9C3D301EFFA7DCF9]"", ""8B0FA68EBCA386F8AA9322AB7C08D278"", ""Judas"")","NSLOCTEXT(""[A343ACF657178566AD0CEDD5D898423C]"", ""511F8B93CD805B771D6C1B255CF129F9"", ""Herod"")","NSLOCTEXT(""[F2A1659ECDA898DA960150D3E29175D5]"", ""3186987DDFAA7CCAD9DA0522E30D7969"", ""Caiaphas"")",OptionA,"NSLOCTEXT(""[9FBD68080B39D091237C6D602FBDE7E3]"", ""B5D62A6CC939999ADD761A42EFC4B1C9"", ""Matthew 27"")"
Q076,Q076,"NSLOCTEXT(""[C362788F3202D1FB5D40FB194510A8FF]"", ""0053D10B0B3ADC3E31222F20358624C6"", ""What mountain did Jesus give the Sermon on?"")","NSLOCTEXT(""[2BBCE9F9116E7B88BB58466C21089DD5]"", ""2BDB3F9CA98AFEF653EA2C02EBC789B2"", ""Mount Sinai"")","NSLOCTEXT(""[570FD7A7E35D576753DA20B8FD6F1976]"", ""70A7BB2B74D0A54E075CCA9B58DFF130"", ""Mount of Olives"")","NSLOCTEXT(""[C7DB5452B452F10BA34E8A269C729A64]"", ""8157EC173E541F92E9BE103D89E7E614"", ""The Mount (unnamed)"")","NSLOCTEXT(""[576B8D87540C9F41F29C5B0AF84F7820]"", ""405CE6207C35636B062A3C68FEA72353"", ""Mount Zion"")",OptionX,"NSLOCTEXT(""[F7F1E53166757A5F8D755F2D6DAB8C6E]"", ""64E048D207D898F90FE60A6267303CFF"", ""Matthew 5"")"
Q077,Q077,"NSLOCTEXT(""[AF1834CB4BBA06DAE574EEAB6A9B8E20]"", ""7C52EEF1AAD840D68EA61933DF64A041"", ""Who was Jesus' earthly (adoptive) father?"")","NSLOCTEXT(""[AB1879938595871C1F4B7ADEADE3AD87]"", ""BC1205C9B524F6EBB949380EA972ACA3"", ""Joseph"")","NSLOCTEXT(""[08AB12CBA37B188E20CD6BB854CC7054]"", ""BF1026B2260A3ECDBCD5FDDB20796572"", ""Zechariah"")","NSLOCTEXT(""[C13C541E48521306CB0AEB404C79CF97]"", ""F6409E8A47FC4836D824CB61D0C572AB"", ""Cleopas"")","NSLOCTEXT(""[8D009F79DA75842E6328836B57E507A5]"", ""1CCD36D4C6638392A8D73AA38E37D8F8"", ""Simeon"")",OptionA,"NSLOCTEXT(""[7D9F08880D8EA65BCB7E2BE2B64B285E]"", ""8742619A677F45345CFD13F2995423B6"", ""Matthew 1"")"
Q078,Q078,"NSLOCTEXT(""[8FAEF9266DE4526867175B40C91AC44D]"", ""C1FBADCB799AAB4F7C8AE82B1E865DCF"", ""Who visited Jesus' tomb and found it empty?"")","NSLOCTEXT(""[893A9A6428C80F8153522FFC552BC7E2]"", ""B20DF39B8282C8D5E345D7D3EF9A5680"", ""The disciples"")","NSLOCTEXT(""[1DB291B6C8D80DB281342205815C0302]"", ""809AEDB7DCFCA395A461B8B391353653"", ""The Roman guards"")","NSLOCTEXT(""[79EE7D4AD2BD649D3766962258C7A7D3]"", ""321EDB5BCFB8ECBAC3D53E6AF0E61B8D"", ""The women"")","NSLOCTEXT(""[7726AF7E21BD71314DEDF79E20BAB46C]"", ""1574D5B9A7D760D4165854A94379BD48"", ""The Pharisees"")",OptionX,"NSLOCTEXT(""[4289E4931F8029CE800AF03016A142F3]"", ""D5665939618D6457B25F39E7CD06C565"", ""Luke 24"")"
Q079,Q079,"NSLOCTEXT(""[F69F9D9A1DD1E39838DB295E3988CCE4]"", ""9202952FC8F276421FBAA63DDA8523B3"", ""What day of Pentecost event involved tongues of fire?"")","NSLOCTEXT(""[E39BB9972960DA2EDCF04915519ECFA5]"", ""0FB0DED4F3FBBAB79A0A7E2AC97A9339"", ""Ascension"")","NSLOCTEXT(""[CDE04508A744BB5C4399EF7517F90D08]"", ""A4D318123C7E9D044912706BDDA7A064"", ""Pentecost"")","NSLOCTEXT(""[28CA1747AAD129CC94C2C7DC4B714979]"", ""1889FB765E955748384EBC9DE8D19C67"", ""Transfiguration"")","NSLOCTEXT(""[E413F4C523513DC2DA5055E1510BD94A]"", ""D88465F8EC592A855F1C85C1485D1587"", ""Passover"")",OptionB,"NSLOCTEXT(""[8136DD17C87F71EF2D4AAFAE08BAD591]"", ""3676C8AC9D31B3CD197E0F299DD98787"", ""Acts 2"")"
Q080,Q080,"NSLOCTEXT(""[909785CF8E2387E592431A416CBFA6CA]"", ""70232CA08B56449BB64D85C8B4342333"", ""Who was struck blind for lying to the Holy Spirit along with his wife?"")","NSLOCTEXT(""[ABBE18335C94A51EE2882A8BECD6C9BE]"", ""3AF5925A013F7178308AEB11979FAD2B"", ""Ananias"")","NSLOCTEXT(""[E9688BC2F28E962BA514946743C6C401]"", ""C15E4008452E0DF6CC4184B7BC0E9E8A"", ""Barnabas"")","NSLOCTEXT(""[6D41D25BE3AB747E398BF9D67B9698F7]"", ""D54B9D85B0754228B79FD18757C4B57B"", ""Silas"")","NSLOCTEXT(""[F2B31B2A389A674E46E4700BE46C78BD]"", ""DD44BAF9B9CDE18EAC0F1C65EBDEA912"", ""Timothy"")",OptionA,"NSLOCTEXT(""[942761412D7844082206F4B28A513E94]"", ""D3823445F8661E0EED9950C3693D9B63"", ""Acts 5"")"
Q081,Q081,"NSLOCTEXT(""[20DCBBDC55BAD04C0E59348DAFEBD52C]"", ""762BC86C5A228477B33D98B04C7C30D5"", ""Who was the Roman centurion whose servant Jesus healed?"")","NSLOCTEXT(""[64396D6317ED31F4CB6BF586E6E4A3F9]"", ""8EC4149F3091642C341FCE327676ED99"", ""Cornelius"")","NSLOCTEXT(""[1207A0D2FE2017357DD9503B2D60356B]"", ""81E378F8B24A9AE8897C3C844F4977A9"", ""A centurion at Capernaum"")","NSLOCTEXT(""[45C2C711DBD474547BE4F137FA28C668]"", ""47F4B326F15AB58B6069F92B31E76492"", ""Pilate"")","NSLOCTEXT(""[EE77B4C64455F12A67110D18E22F478F]"", ""F894F770A634BE91E0F8D74C51E31A45"", ""Felix"")",OptionB,"NSLOCTEXT(""[A50BE070210E2FF71698E2418F983ADF]"", ""1895DA6916D67906CC33A337DAD9DF3E"", ""Matthew 8"")"
Q082,Q082,"NSLOCTEXT(""[D425B34A5D05BF13B270AC74C2AF7543]"", ""6C47EB8A7309041BB1904240546FBE4B"", ""Who was the first Gentile convert baptized by Peter?"")","NSLOCTEXT(""[5A0EC7CA4DD9260D09DC22E4B0641B9E]"", ""B5606537A016B12147B1A998ED0C2A2F"", ""Cornelius"")","NSLOCTEXT(""[CFF04F79AADC5D7ABD8965D6BCE760E8]"", ""9DBC566B80E0890B6CAB38DADA306413"", ""Lydia"")","NSLOCTEXT(""[6DDBFCBF42ED108EC00C6F3B965BD973]"", ""6C746D6B331FE4CB2E4C9FA85C426D88"", ""Timothy"")","NSLOCTEXT(""[FF023B3B9F377E802DAA9FF6758098B7]"", ""87E2C24D4EFEF22E8EBA1B32DDC073EC"", ""Titus"")",OptionA,"NSLOCTEXT(""[5FF49C24934F7808687BCD77BB7CD9F9]"", ""B99BC01476A8759C20C3B178347901BE"", ""Acts 10"")"
Q083,Q083,"NSLOCTEXT(""[4CBA2444CBB1C148AA9DE3EC0F998AD5]"", ""65CAAD20D18F26EE0226E82B9D1949EA"", ""Who was the seller of purple cloth converted by Paul?"")","NSLOCTEXT(""[0B55DA834ECFF33CD5AAB67721C49DA0]"", ""369E9F8FAB6C0F41DEF8EC5F5F673C6A"", ""Priscilla"")","NSLOCTEXT(""[738E5900621E509670F3148299FCE660]"", ""E28EEBF26C30C03F435E95543F9998F6"", ""Lydia"")","NSLOCTEXT(""[7C7BB8473309A2E7DF7DE0DC0DCC6580]"", ""AAB482FFF4420E960AF8A5B8134C2C9F"", ""Phoebe"")","NSLOCTEXT(""[D4F487A4A9CFA304540F17A538584B29]"", ""F80ECD7E4B9A8F5AAC0B4F275995E806"", ""Junia"")",OptionB,"NSLOCTEXT(""[DEDB475B589A8DA66471C7F1C2BF6E46]"", ""A3C737F4A56809FE47F462FE9495C1DB"", ""Acts 16"")"
Q084,Q084,"NSLOCTEXT(""[6EB1AF0BDE6957C5A89C228F7486701A]"", ""E306E51316466E4322461335C10DC899"", ""What was Paul's traveling companion often mentioned with him?"")","NSLOCTEXT(""[9EF3EFAF46A32610E94301A48FE7DC83]"", ""833D2A24B6A5D20468AADB61D6F06902"", ""Barnabas and Silas"")","NSLOCTEXT(""[2D86E0D29F10A17B5C6F31CBE5ED3DF3]"", ""F75C7E709F81AE09DB9F6194E1D9D3D9"", ""Peter"")","NSLOCTEXT(""[520402DC7A5959856DA9054CB356C110]"", ""A6579724E64BAF0631141C43DA7393DC"", ""James"")","NSLOCTEXT(""[F538C70905C8ADE7B0CA05ABC94BDD25]"", ""92FF40411B10023FF5DE81B9347822AF"", ""John Mark alone"")",OptionA,"NSLOCTEXT(""[B1F1A3C1DB611C67D25E58CBCA82E245]"", ""F3D65AD7036609F5839091C0C80A0EE9"", ""Acts 15"")"
Q085,Q085,"NSLOCTEXT(""[80651775F7DB1A63C746FB5FF33845A6]"", ""8A1B4CE443CE1A203C950DEF9C6AED8F"", ""Who was thrown into a pit by his brothers before being sold?"")","NSLOCTEXT(""[477714B38274F2227C59BAB46A0A71D4]"", ""7752E63C15564F75B8D3CD52BA2834AC"", ""Benjamin"")","NSLOCTEXT(""[59709EB4B5EB1F4B8AF7D71E7BFCB975]"", ""F4225FF3FC87193A7BBA5027788ACCD5"", ""Joseph"")","NSLOCTEXT(""[20C0943B3573B2B18DE17E143807EB2D]"", ""C8D37548D6E049935D7B5EA7D97C1188"", ""Reuben"")","NSLOCTEXT(""[FF3321479F02F36FEF1D74FA3EEA5659]"", ""4F9D1D4EF216C45A09647561E6ABE955"", ""Simeon"")",OptionB,"NSLOCTEXT(""[DF6540C71EDEC840F4589F6FCB9D9897]"", ""AA31DD60966CAB17D55D4CEF879876C5"", ""Genesis 37"")"
Q086,Q086,"NSLOCTEXT(""[3F2CC7AF662709687627A39404C5AC5F]"", ""4585A4F062A46E910CB81A078F9D26AB"", ""What did Jacob wrestle with at the river Jabbok?"")","NSLOCTEXT(""[10A4E0DB3D7227E8A117FBE761365957]"", ""8BE47514CDE7B231A9F4F0ADC260CFE5"", ""A lion"")","NSLOCTEXT(""[387B929F8DD61DC34CA33585996B9E61]"", ""D2BB61ABB14D4E020A874CC91623AAB7"", ""An angel"")","NSLOCTEXT(""[C843F66B958AC1CA026652395AE14FC3]"", ""92A8966B821FCF3A8CF78F7C05661D93"", ""Esau"")","NSLOCTEXT(""[5E3748A9944D80C2ADD486182303AC05]"", ""1B35405C9DADBA99AAC6FE47DFA648A1"", ""A serpent"")",OptionB,"NSLOCTEXT(""[3471F8A66C8F09D2875965D8DA9AD4AB]"", ""8AF89F5A9632B7F78422DB95B8D8E4CE"", ""Genesis 32"")"
Q087,Q087,"NSLOCTEXT(""[3EAEEBB7FB96BFAD4C26D2828E6F911B]"", ""D3C7A0C36E14A68E6DAD1A3D89B0FE7A"", ""What new name was Jacob given after wrestling?"")","NSLOCTEXT(""[C96C8AA2885442106B2837D8FD08E897]"", ""C08BDD5C5DC6F7FAC424F357C67F383A"", ""Israel"")","NSLOCTEXT(""[24D309D3D07BC021ED4433F847409190]"", ""CD23CE4C0AD9A0254DAE2881E57B96F0"", ""Judah"")","NSLOCTEXT(""[679EF75769C731E7521C6FB75AD201AE]"", ""E636A2D1E0CC5F03B86B51BF4FC2C925"", ""Ephraim"")","NSLOCTEXT(""[996A3BC8D487F5114BB21B1096EFCFA2]"", ""B90E744F1FF35E75542CA0E6AF6DD36F"", ""Benjamin"")",OptionA,"NSLOCTEXT(""[08042F481BADA71FD6FC496D0088360F]"", ""A06653EAFE5D78175F31B18AABDBBCDF"", ""Genesis 32"")"
Q088,Q088,"NSLOCTEXT(""[C8E1AACDA30ACCBC81F68FE3D17AB377]"", ""F483BDEF25AC803EA89CDDD55903984D"", ""Who tricked his father Isaac to receive the blessing meant for Esau?"")","NSLOCTEXT(""[C5059E3AA496B43ABE509E2CC32E1275]"", ""4D9601900D317C20FFD197D0C1B45B32"", ""Jacob"")","NSLOCTEXT(""[841175C18FD5F45AE805D88DF0319EBA]"", ""8981C5C9A1301FFD9C14D289CBF3C5FE"", ""Laban"")","NSLOCTEXT(""[D0EA1F779FD6FF8BA1E92430897419DA]"", ""98425A5CF749AADC5C20A3F5A35DC86A"", ""Reuben"")","NSLOCTEXT(""[6DD3361E7323CAC811339A1E542A4F7D]"", ""2798FA5AB509DEB5699CD51673633AA3"", ""Levi"")",OptionA,"NSLOCTEXT(""[D379CF0F2166601ED5AE59EFF39C58B5]"", ""DAD11CECBF55D270B05EE24E47F9B021"", ""Genesis 27"")"
Q089,Q089,"NSLOCTEXT(""[39F8774200BDBB268D9E3479DE3EBBA4]"", ""E4371326DEED817353356040A100CD00"", ""How many sons did Jacob have?"")","NSLOCTEXT(""[5586703C183365296FE53AB55B5D8689]"", ""DEE7BBD956F3E1EE50FC4E8E6053784E"", ""10"")","NSLOCTEXT(""[3AA5C4B577CA840737BD5502EE95098C]"", ""DA07DBB11DE62B0070D0418FC7506CD2"", ""12"")","NSLOCTEXT(""[60A94F5E02B54CE2F2A7A412C005EA43]"", ""52C967AC9C7BA426F1433E7D19D08A35"", ""7"")","NSLOCTEXT(""[2B21D305D7114D54014504B9475C345B]"", ""4EED01D7D0FE7C91E9B1C6C70B07991F"", ""14"")",OptionB,"NSLOCTEXT(""[F39C7996023E0D455BD6FB763376D84C]"", ""1CE50FA0F5DF4BB8FEE0AF5E87226695"", ""Genesis 35"")"
Q090,Q090,"NSLOCTEXT(""[8F9A9F556D61D30DB7048ECAE0C8E366]"", ""B56E5B229F8EF3EB3FDCC33628B81CC4"", ""Who was Moses' brother who spoke for him before Pharaoh?"")","NSLOCTEXT(""[06DAA47F77D76BD1764B046705ECA2B4]"", ""20B5BD42FF443A41695138C4C1A39231"", ""Aaron"")","NSLOCTEXT(""[C68E3D51739390EDE8576A58FB1115C0]"", ""054163C396A4703D4D449033FF072B4A"", ""Joshua"")","NSLOCTEXT(""[440BCBF5599959BD896762C17FAF9365]"", ""4AECEA11893B32B905CE24C22874B5D6"", ""Caleb"")","NSLOCTEXT(""[5629A09C3474820A63F92843979ACC30]"", ""8C38BEDD21EB8A595F5A570E7B7A01C8"", ""Nadab"")",OptionA,"NSLOCTEXT(""[567B8B4D5F120472AADD23DBB1922817]"", ""5DC4CE9EA628C35A3ECDF9463206FB3C"", ""Exodus 4"")"
